,article_title,contentful_id,updatedAt,num_total_images,num_updated_images,outdated_images,outdated_topics,num_total_topics,num_updated_topics,total_sentences,total_words,reading_difficulty,num_passive_voice,bad_links,positive_feedback,total_feedback
205893698,Configure Cloudflare and Heroku over HTTPS,5FEwoWRE6fvIod9ffjUUoM,2021-01-21,0.0,0.0,,,5.0,5.0,12.0,644.0,8.62,7.0,,108,174
360021023712,Best Practices: Speed up your Site with Custom Caching via Cloudflare Page Rules,bGZEyI2GfS09DOAfYpgAq,2021-01-21,0.0,0.0,,,4.0,4.0,18.0,672.0,8.03,3.0,,28,47
200169436,How can I have Rocket Loader ignore specific JavaScripts?,6hULmdxMRBKCYBILGO5MV5,2021-01-21,0.0,0.0,,,1.0,1.0,1.0,136.0,13.2,2.0,,125,237
228009108,Managing Dedicated SSL Certificates,3QHMSpgBOfxhqNZ7TY53qf,2021-01-21,2.0,2.0,,,6.0,6.0,27.0,715.0,7.71,6.0,,186,373
360028146432,Understanding Cloudflare Image Resizing,1t7m71ZzTpx960wP3Ywo3U,2021-01-21,1.0,1.0,,,6.0,6.0,13.0,507.0,9.0,6.0,,7,18
115003687931,Warning about exposing your origin IP address via DNS records,J8uBXMQ2PsA54loXo70A3,2021-01-21,0.0,0.0,,,3.0,3.0,11.0,541.0,8.23,8.0,,95,272
200168856,Importing and exporting DNS records,2j7ZG9bpZo1JwSTewS1my2,2021-01-21,0.0,0.0,,,3.0,3.0,3.0,217.0,10.28,5.0,,68,160
200169466,Using Cloudflare with WebSockets,6Gnqk6V0UkaAmPp7cSAcgY,2021-01-21,0.0,0.0,,,9.0,9.0,13.0,524.0,8.98,6.0,,132,211
200168406,What is Railgun?,3NIOJd6GXLKJjNHUEOHzgI,2021-01-15,0.0,0.0,,,9.0,9.0,41.0,2089.0,8.61,39.0,,523,893
204151138,Understanding Universal SSL,UqaWbKsO3SCaMgElMbBmZ,2021-01-15,0.0,0.0,,,4.0,4.0,13.0,683.0,9.71,8.0,,179,319
227227647,Understanding Automatic HTTPS Rewrites,7quGNe53yt9UHexn7XTR4l,2021-01-15,0.0,0.0,,,3.0,3.0,4.0,227.0,10.0,5.0,,129,210
360031379012,Understanding Certificate Transparency Monitoring,32p45W8l4u2Ey52c0Kda1q,2021-01-15,0.0,0.0,,,4.0,4.0,21.0,575.0,8.42,13.0,,35,46
200172616,Using Cloudflare with Google Analytics,7J2PgD6flx1bPxSCV77xCv,2021-01-15,0.0,0.0,,,2.0,2.0,2.0,107.0,9.97,1.0,,85,110
217720788,Troubleshooting issues sharing to Facebook,3xo1wly2FDT8pIH7ruwE6w,2021-01-15,0.0,0.0,,,1.0,1.0,4.0,194.0,9.46,1.0,,92,154
115000479507,Managing Cloudflare Origin CA certificates,6NsG6X8u8ff5axYrETn7CM,2021-01-15,0.0,0.0,,,7.0,7.0,24.0,1026.0,8.91,6.0,,343,633
360006660072,Understanding and configuring DNSSEC in Cloudflare DNS,3Yeagcu6ZdsDVnFnpOl2Eq,2021-01-12,0.0,0.0,,,5.0,5.0,32.0,1161.0,7.75,7.0,,92,156
205359838,I cannot add my domain to Cloudflare...,55cUscg9kgLkW9Ph6gHaSF,2021-01-12,0.0,0.0,,,4.0,4.0,8.0,620.0,10.45,17.0,,101,439
360017421192,Cloudflare DNS FAQ,1QP08KEa23boEDpStBbrbu,2021-01-11,0.0,0.0,,,22.0,22.0,37.0,1612.0,7.54,25.0,,119,222
200172286,Configuring URL forwarding or redirects with Cloudflare Page Rules,7xYjuHs21SBczAhzFwZmVg,2021-01-08,1.0,1.0,,,4.0,4.0,9.0,462.0,8.61,6.0,,160,352
236168808,Caching Static HTML with Magento (Business and Enterprise only),2I3sKNVmTQwmyc8X6RgZpW,2021-01-07,2.0,2.0,,,4.0,4.0,22.0,777.0,7.94,7.0,,20,39
360029779472,Troubleshooting Cloudflare 1XXX errors,27gqVLl29B2XaYhlm301nU,2021-01-07,0.0,0.0,,,25.0,25.0,35.0,2141.0,8.9,17.0,,54117,78439
200170986,How does Cloudflare handle HTTP Request headers?,3gdzhmSG5DEfL4eKyN4fku,2021-01-05,0.0,0.0,,,2.0,2.0,12.0,466.0,8.34,7.0,,110,182
360026135951,Understanding Cloudflare sales tax,23VsTzgALRNOXYfE6biAFU,2020-12-22,0.0,0.0,,Overview | Russian value-added tax (VAT) | US State sales tax,5.0,2.0,6.0,344.0,9.6,11.0,,27,47
200172516,Understanding Cloudflare's CDN,7tLKPAy273OVGjLiAgpTMh,2020-12-22,0.0,0.0,,Related resources | Understand Cloudflare's default cache behavior | Understand file extensions cached by default | Overview,5.0,1.0,17.0,894.0,9.11,13.0,,392,576
218411427,Understanding and Configuring Cloudflare Page Rules (Page Rules Tutorial),4HCD5LBqbScmatw6ng5fvc,2020-12-17,0.0,0.0,,,8.0,8.0,49.0,2110.0,7.79,13.0,,268,526
360020524512,Manage dynamic IPs in Cloudflare DNS programmatically,3dV3Lt9K8JsPBoCYWdZBvZ,2020-12-17,0.0,0.0,,,4.0,4.0,8.0,275.0,9.76,2.0,,2922,4230
200170016,What is Email Address Obfuscation?,6VNH0SOqumec4kANwxcCGP,2020-12-15,0.0,0.0,,,4.0,4.0,5.0,340.0,9.61,3.0,,1907,2815
360053216191,Understanding Cloudflare DDoS alerts,7bHkcFN0azxaopjxFPLQlw,2020-12-04,5.0,5.0,,,3.0,3.0,18.0,444.0,7.67,3.0,,20,38
360053233231,Understanding Cloudflare DDoS reports,5Eb1Mof4EPS1fGMCb2kaw,2020-12-04,3.0,3.0,,,3.0,3.0,7.0,260.0,10.08,0.0,,29,40
200169626,Identifying subdomains compatible with Cloudflare's proxy,34v4CgIqAQXFSzN3Bcp01f,2020-12-03,0.0,0.0,,Related resources,2.0,1.0,7.0,370.0,9.29,1.0,,328,566
203471284,Updating your Cloudflare email and password,1FYSM9Or7tBWlqBHgcLYLF,2020-12-03,3.0,3.0,,,4.0,4.0,25.0,558.0,6.92,4.0,,288,591
115003614752,Multi-Factor Email Authentication,375mkqUP0BozDg8ej2SlFE,2020-12-03,2.0,2.0,,,3.0,3.0,6.0,251.0,9.42,6.0,,17,61
360019910671,Transferring and renewing domains with Cloudflare Registrar,5X0cZwiiZNLsfQWSYyNEt5,2020-12-03,0.0,0.0,,Transfer a domain to Cloudflare | Related resources | Renew domains via Cloudflare Registrar | Before getting started,7.0,3.0,24.0,940.0,8.35,11.0,,23,91
200167836,Managing API Tokens and Keys,7fviieI3tn4itV5YmgfjLe,2020-10-19,7.0,2.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/01EbnJkEtcbBuT6Mu1DFW1 | https://app.contentful.com/spaces/slt3lc6tev37/assets/12h5RcBpg3sK1iy9YAkQGZ | https://app.contentful.com/spaces/slt3lc6tev37/assets/1Kv17ZkY1DljzrH2gE4QED | https://app.contentful.com/spaces/slt3lc6tev37/assets/7BqtIDh3m9eOCWyoi3fdCc | https://app.contentful.com/spaces/slt3lc6tev37/assets/YSCNsV3bYgkxr235GGICx,View API Key | Roll API token | Overview | Generate API token,6.0,2.0,35.0,768.0,7.54,7.0,,186,303
205043158,PCI compliance and Cloudflare SSL/TLS,3xpmc8J6QVS5M4Qt5F82K1,2020-10-19,0.0,0.0,,Related resources | dash.crypto,6.0,4.0,18.0,617.0,9.05,5.0,,26,42
227634427,Using the Cloudflare plugin with WordPress,3sZV35XdAFPP2Ygs8GuSi9,2020-10-13,0.0,0.0,,,6.0,6.0,6.0,456.0,10.76,2.0,,94,174
360050691831,Understanding Network Error Logging,1xaHHxGbF73D3oNPYUjGl5,2020-10-12,1.0,1.0,,,2.0,2.0,3.0,373.0,13.77,6.0,,14,23
200168076,Understanding Cloudflare HTTP/2 and HTTP/3 Support,5Pw8HUJWdY6YjKu0wep6sR,2020-10-09,0.0,0.0,,Related resources | Server Push | HTTP/2,5.0,2.0,9.0,398.0,9.69,5.0,,18,28
203464660,Using Cloudflare with Shopify,6YE4qokjYk2e9PwjRd0bg3,2020-10-08,1.0,1.0,,,4.0,4.0,13.0,399.0,8.56,3.0,,16,68
360026440252,Understanding Subdomain Support,1HzrBnz6Mr9CJvCt3Dd47a,2020-10-08,0.0,0.0,,Related resources,5.0,4.0,20.0,1012.0,8.11,9.0,,94,160
360019093151,Managing DNS records in Cloudflare,1t52YbT0dZEGdecFRG8wMt,2020-10-04,1.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/1LXOtXS4OSmByrd15YFgoE,Adding DNS records | Deleting DNS Records | What is DNS?,4.0,1.0,66.0,1608.0,7.06,19.0,,2584,4285
360050483011,Understanding Cloudflare gRPC support,6YWiJkYMJtLFDHptne1ds1,2020-10-02,0.0,0.0,,,4.0,4.0,5.0,243.0,10.46,5.0,,35,52
200170196,Responding to DDoS attacks,64Iyyickjb4Pe6wKkP6b5h,2020-09-29,0.0,0.0,,Step 1: Enable Under Attack Mode | Overview | Step 2: Enable the Web Application Firewall (WAF) | Step 3: Challenge or block traffic via the Firewall ap,7.0,3.0,31.0,988.0,8.47,11.0,,317,559
360033929991,Cloudflare Browser Insights,4Cq9qCLuiYOknGMnOyp1MR,2020-09-28,5.0,3.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/263PZruYdhfonwwJQm12Zi | https://app.contentful.com/spaces/slt3lc6tev37/assets/2G5HeeL82ByXPMatdhYbVQ,,6.0,6.0,28.0,1051.0,8.55,13.0,,66,76
200170236,Updating Cloudflare billing information,2YUQjWbz0E9DZaYIWRtFnB,2020-09-24,7.0,4.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/24ehzBT8ANJDBPAt3NxtWD | https://app.contentful.com/spaces/slt3lc6tev37/assets/44IVtNFDsQcleoJrq1Ovu1 | https://app.contentful.com/spaces/slt3lc6tev37/assets/6qQqdOVeU1bye1NldlTVh0,Relevant resources | Update your billing address,5.0,3.0,45.0,932.0,6.46,8.0,,13,72
115003011431,Troubleshooting Cloudflare 5XX errors,6s9gqgXgDtNDtIDrSOJkeM,2020-09-17,3.0,1.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/2BPhw2fUEiOLLFaHqCIsTP | https://app.contentful.com/spaces/slt3lc6tev37/assets/CTIa7Nqay9uZoBZnh7ao7,,15.0,15.0,35.0,2416.0,9.27,23.0,,147838,224361
200168436,Understanding Cloudflare Always Online,3A0dgG5X4GVGRrvlG3Lkum,2020-09-17,2.0,2.0,,,5.0,5.0,22.0,915.0,8.2,9.0,,138,215
360001356152,Configuring Secondary DNS,6TKEJ3HElncUyC3xVKPpGp,2020-09-16,0.0,0.0,,Related resources,5.0,4.0,15.0,1096.0,9.69,14.0,,82,143
115000224192,Billing for Argo,1BXEKMhlWMN6iChs61dZkn,2020-09-15,0.0,0.0,,,2.0,2.0,8.0,260.0,8.71,9.0,,236,365
200167946,Managing Cloudflare account access,37hTIKJa61HxjVsiGrWlTt,2020-09-15,2.0,1.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/32CSNJ7pGZO7ZMwuMaWgC2,Overview | Revoke account membership | Add account members,3.0,0.0,19.0,332.0,7.02,4.0,,148,372
360038696631,Understanding Cloudflare Network Analytics,6IJQjIAYvms0QJy1wOEftt,2020-09-15,5.0,5.0,,Related resources,10.0,9.0,27.0,1684.0,9.18,17.0,,13,15
227172348,Understanding TLS 1.3,1k3ulKZeNVvFwvczjcbuNR,2020-09-14,2.0,2.0,,,2.0,2.0,11.0,426.0,8.74,4.0,,43,52
206776727,Understanding the True-Client-IP Header,5LxBipCh9kpLDFLxrY74Hc,2020-09-14,1.0,1.0,,,2.0,2.0,5.0,141.0,8.49,1.0,,17,56
115002708027,Cloudflare WordPress Plugin: Automatic Cache Management ,4xHJAr2lFIWEWCcLWkshTY,2020-09-11,0.0,0.0,,,2.0,2.0,7.0,158.0,7.95,2.0,,33,50
360048153211,Billing for Cloudflare Gateway,2ihrOfb6DcLPFDOVGns8es,2020-08-17,1.0,1.0,,,5.0,5.0,21.0,746.0,7.79,8.0,,14,18
360038068952,About Cloudflare Load Balancing,6G0i4jQJbgxHUtspCNInHa,2020-08-12,0.0,0.0,,Learn more,2.0,1.0,4.0,218.0,10.82,0.0,,10,12
360025829831,Cloudflare Billing Policy,1irUmrk2eZVpLRfF2DecF3,2020-08-06,0.0,0.0,,Related resources | Upgrade or downgrade Cloudflare paid plans | Billing and payment for Enterprise plans | Approved payment methods,5.0,1.0,14.0,746.0,8.37,16.0,,97,242
360003205452,Using Minimum TLS Version in Cloudflare SSL/TLS,6mcPMfI4CetW721bgo5JCY,2020-07-13,0.0,0.0,,Related resources | dash.crypto,5.0,3.0,8.0,486.0,10.42,5.0,,50,68
360017801091,Understanding Cloudflare Stream,3nx5AdIpKqrWDsqE2BmBRA,2020-07-01,3.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/1iVFEJrAP87leKiizU7VWY | https://app.contentful.com/spaces/slt3lc6tev37/assets/5KyXRaSlRJal6QdYCf4Jvy | https://app.contentful.com/spaces/slt3lc6tev37/assets/5WlN6QXRYhtOb0AE6WgAG8,Enable Cloudflare Stream | Cancel Cloudflare Stream | Overview,4.0,1.0,16.0,343.0,8.56,2.0,,14,33
200169246,Purging cached resources from Cloudflare,2KHWNOZftacEJui9ZMhmls,2020-06-29,0.0,0.0,,Purge everything | Related resources | Purge using Cache-Tags (Cloudflare Enterprise only),7.0,4.0,42.0,1302.0,7.37,13.0,,167,262
201897700,Allowing Cloudflare IP addresses,70GFuWo09ZrrIo2vMdotdz,2020-06-21,0.0,0.0,,Related resources,3.0,2.0,8.0,305.0,8.42,1.0,,233,413
217074967,Configuring IP Access Rules,7CVWRtQiD3NH12uznZnT5i,2020-06-21,1.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/6p2zj3jEsbRzda6lGAxKIb,Two-letter country codes | Related resources | Types of Access Rules | Address range examples | Add an IP Access Rule | Overview,7.0,1.0,15.0,1210.0,11.59,6.0,,302,493
360044797871,Understanding Advanced Certificate Manager,4VrfzwH9Ecf5jJZWHftwjU,2020-06-10,0.0,0.0,,Related resources | Create a certificate with the Advanced Certificate Manager | Overview,3.0,0.0,1.0,181.0,17.18,1.0,,29,46
200172706,Configuring Custom Pages (Error and Challenge),6TOcSgyKLt7dygqAP696QH,2020-06-09,2.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/3W29J0cdgb2GR3DqqDXlM5 | https://app.contentful.com/spaces/slt3lc6tev37/assets/3ffyewmPBxtiLMNWRHZbOG,Step 2: Select your custom error tokens | Overview | Related Resources | Step 4: Publish your custom page | Step 3: Style your custom page  | Troubleshoot common custom pages issues,7.0,1.0,13.0,902.0,9.44,1.0,,2225,3851
360043842472,Configuring cache TTL by status code,6ryRaDk5PEwMljou4ey5Np,2020-05-29,0.0,0.0,,Related resources | Overview | Set cache TTL by response status via a Cloudflare Worker | Set cache TTL by response status via the Cloudflare dashboard,4.0,0.0,5.0,258.0,9.2,3.0,,13,19
200172016,Understanding the Cloudflare Web Application Firewall (WAF),6mFwXjakK2NEjxxsowJIkW,2020-05-20,0.0,0.0,,Cloudflare Managed Ruleset | Related resources | Overview,5.0,2.0,19.0,1251.0,9.87,16.0,,83,111
115000310832,Certification Authority Authorization (CAA) FAQ,5MVHBCn87cZgQVcO6WaHWG,2020-05-19,1.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/30YTDLuQvb4hGRxDKbXZVn,Why must I disable Universal SSL if my CAA records exclude Universal SSL issuance? | What are the dangers of setting CAA records? | What is CAA? | What records are added to keep Universal SSL enabled? | How do I re-enable Universal SSL? | How does Cloudflare evaluate CAA records? | What happens when Universal SSL is disabled?,7.0,0.0,12.0,478.0,8.19,10.0,,56,107
206190798,Using Resolve Override in Page Rules,5fEq1N2V9OsbuYZWPWwP2C,2020-05-13,3.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/1PEa9ANzZSUfE6eUmH6lui | https://app.contentful.com/spaces/slt3lc6tev37/assets/2Is81TERXc52RgslhxJKuM | https://app.contentful.com/spaces/slt3lc6tev37/assets/35lXHvgYI0SiRhNE0ySwZm,Overview | Configure Resolve Override in Page Rules,2.0,0.0,10.0,201.0,7.14,4.0,,22,58
360020991331,Adding vendor-specific DNS records to Cloudflare,5J2zagltrZIpMV6qg74bg9,2020-05-05,0.0,0.0,,Related resources | Adding DNS records for vendors,2.0,0.0,36.0,1357.0,7.87,9.0,,55,136
360042815891,Understanding domain status,1jEbvC9EocSL3ZcoXRPHJ1,2020-04-27,1.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/1Ux3i9QMPr99wYdKPY5Xw3,Overview | Related resources,2.0,0.0,6.0,257.0,9.26,10.0,,78,130
360042380772,Partner Plugin Supportability,1spYERTEn0Mg1st1ViEmZv,2020-04-27,0.0,0.0,,,1.0,1.0,2.0,92.0,9.85,4.0,,7,22
360041721872,Billing for Spectrum,3SmzI4QtYPnS4DAu261xjW,2020-04-24,0.0,0.0,,Related Resources,3.0,2.0,10.0,391.0,8.25,4.0,,32,71
360016450871,Billing for Cloudflare Stream,2TqCwtrcqPTiyz6lz92yvO,2020-04-21,1.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/19DohJrOXh4kCykYSmw6ME,Cloudflare Stream billing | Related resources | Overview | Cloudflare Stream billable minutes,4.0,0.0,13.0,444.0,8.25,5.0,,10,20
360042169091,Understanding Secondary DNS Override,5eoieJpEzK4eJJE1EoDBFT,2020-04-13,0.0,0.0,,Related resources | Overview | Set up Secondary DNS Override,3.0,0.0,9.0,517.0,8.75,8.0,,80,132
360024787372,End-to-end HTTPS with Cloudflare - Part 1: conceptual overview,5y9gXXg7r0PguhnrgUfRah,2020-04-06,3.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/34xd1mOl6rY52cbvovdrCw | https://app.contentful.com/spaces/slt3lc6tev37/assets/5N11QatntpI73CWkYf43gs | https://app.contentful.com/spaces/slt3lc6tev37/assets/5WyIeNev5nnyJ4bVfPOrHl,Step 2 - Configure an SSL certificate at your origin web server | Related resources | Overview | Step 1 - Choose a Cloudflare SSL certificate,4.0,0.0,11.0,392.0,8.94,1.0,,1952,2868
360016473712,Cloudflare Firewall Rules,2o4PAUz8UeydfyHSddTbb8,2020-04-06,0.0,0.0,,Overview,1.0,0.0,2.0,112.0,11.05,0.0,,42,88
115004555148,Understanding Billing for Add-on Services,4PZRcE2ydgcMao88rXbUHR,2020-04-02,3.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/2T9w46jwZkswMHs8pYoHvX | https://app.contentful.com/spaces/slt3lc6tev37/assets/4trEalAL532h4RKgmvUwP | https://app.contentful.com/spaces/slt3lc6tev37/assets/7oBTVtTMxEBaH0N3lMdHPP,Usage-Based billing notifications | Overview,2.0,0.0,20.0,335.0,7.29,3.0,,27,40
200167906,Securing user access with two-factor authentication (2FA),2nOgnnAEcRFlL9p3Yx9Gto,2020-04-01,11.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/1eniermL2ywYPrjanCm4Ld | https://app.contentful.com/spaces/slt3lc6tev37/assets/2Aw21opl1RWvQkRzeJDqZu | https://app.contentful.com/spaces/slt3lc6tev37/assets/2ESdKovuAOYylLL5AEWJ7K | https://app.contentful.com/spaces/slt3lc6tev37/assets/2SKFnWqsdKCAP8JbXS0Zvk | https://app.contentful.com/spaces/slt3lc6tev37/assets/3Y2s47N7gPEhSs2t7KoQVT | https://app.contentful.com/spaces/slt3lc6tev37/assets/4cchBBRpbKsPW3Xs4vyue0 | https://app.contentful.com/spaces/slt3lc6tev37/assets/4kD0hbFJ1Amaz5a12CFm4L | https://app.contentful.com/spaces/slt3lc6tev37/assets/5yUuqjHPIUoX7AuUmlLLp2 | https://app.contentful.com/spaces/slt3lc6tev37/assets/60DqIkKGGcKwfxd5kgKTaj | https://app.contentful.com/spaces/slt3lc6tev37/assets/6iTxU31nCKKZdwgCbVA1jB | https://app.contentful.com/spaces/slt3lc6tev37/assets/t48t5EubjX9XbC6Ocs4Lb,Disable two-factor authentication for your Cloudflare account | Overview |  Enable two-factor authentication for your Cloudflare account | Restore lost access to Cloudflare two-factor authentication | Regenerate backup codes | Configure TOTP mobile app authentication for two-factor Cloudflare login | Configure security key authentication for two-factor Cloudflare login | Related resources | Before getting started,9.0,0.0,57.0,1335.0,6.74,11.0,,311,561
115004290387,Creating Cache Keys,YwRs9MYGj5d7CLX9kLLXv,2020-03-27,0.0,0.0,,Purge a Cache Key resource | Overview | Related resources | Create a Custom Cache Key | Understand the Cache Key settings,5.0,0.0,14.0,1393.0,11.1,21.0,,18,31
205610698,Understanding Cloudflare invoices,56O8x6xxX6vCweBTzpNpT1,2020-03-17,3.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/2dc9JGQo47kUcE6j8EHDA | https://app.contentful.com/spaces/slt3lc6tev37/assets/44IVtNFDsQcleoJrq1Ovu1 | https://app.contentful.com/spaces/slt3lc6tev37/assets/7zaQsZuZdGT2JPOh45SkgQ,Email invoices from Cloudflare | Overview | Troubleshooting invoice issues | Download invoice from Cloudflare dashboard | Related resources,5.0,0.0,21.0,640.0,7.22,9.0,,62,145
360033922371,Changing your Cloudflare plan type,34ytprA26v9bIvtjkSM1jN,2020-03-12,1.0,0.0,https://app.contentful.com/spaces/slt3lc6tev37/assets/6B5sFsOQkHlxvymvrtURYG,Related resources,3.0,2.0,14.0,345.0,7.6,5.0,,18,79
360037465932,Preventing site downtime,5EAUqQ2pHvnldqV5JFTNvJ,2020-03-09,0.0,0.0,,Passive Origin Monitoring | Overview | Zero-Downtime Failover | Related resources,6.0,2.0,10.0,734.0,10.59,7.0,,106,201
360039824852,Cloudflare and the Cloud: Conceptual overview videos,6ArgyshETE7GhSP6Yefy0s,2020-03-04,0.0,0.0,,Caching: content delivery close to your users | The cloud: a remotely accessible network of servers | WAF: monitor and block unwanted HTTP traffic | The hybrid cloud: mixed public and private or on-premise infrastructure | Overview | Botnets: malware-infected network of devices  | Bots: automated indexing and scraping,7.0,0.0,6.0,369.0,10.58,4.0,,85,119
